FPR	TPR	THR
0.000000	0.000000	-4.972656
0.000000	0.000713	-4.941406
0.000000	0.004993	-4.886719
0.000000	0.006419	-4.851562
0.000000	0.008559	-4.843750
0.000000	0.009986	-4.820312
0.000000	0.010699	-4.812500
0.000000	0.012126	-4.800781
0.000780	0.012126	-4.792969
0.000780	0.014265	-4.773438
0.000780	0.014979	-4.765625
0.000780	0.016405	-4.761719
0.000780	0.017118	-4.757812
0.000780	0.018545	-4.753906
0.000780	0.020685	-4.746094
0.000780	0.022111	-4.742188
0.000780	0.022825	-4.734375
0.000780	0.024964	-4.730469
0.000780	0.028531	-4.726562
0.000780	0.030670	-4.718750
0.000780	0.032097	-4.710938
0.000780	0.034237	-4.703125
0.000780	0.038516	-4.699219
0.000780	0.040656	-4.695312
0.000780	0.042796	-4.687500
0.000780	0.045649	-4.683594
0.000780	0.046362	-4.679688
0.001560	0.048502	-4.675781
0.001560	0.052782	-4.671875
0.001560	0.054208	-4.667969
0.001560	0.057061	-4.664062
0.001560	0.059914	-4.660156
0.001560	0.060628	-4.652344
0.001560	0.063481	-4.648438
0.001560	0.064194	-4.644531
0.002340	0.065621	-4.640625
0.002340	0.069900	-4.636719
0.002340	0.070613	-4.621094
0.002340	0.072040	-4.617188
0.002340	0.072753	-4.613281
0.002340	0.074180	-4.609375
0.002340	0.077033	-4.605469
0.002340	0.079173	-4.597656
0.002340	0.080599	-4.593750
0.002340	0.081312	-4.589844
0.002340	0.082739	-4.585938
0.002340	0.083452	-4.582031
0.002340	0.086305	-4.574219
0.002340	0.087732	-4.570312
0.002340	0.089158	-4.566406
0.002340	0.091298	-4.562500
0.002340	0.094151	-4.558594
0.002340	0.097004	-4.554688
0.002340	0.100571	-4.550781
0.003120	0.101284	-4.546875
0.003120	0.102710	-4.542969
0.003120	0.103424	-4.539062
0.003120	0.104850	-4.535156
0.003120	0.107703	-4.531250
0.003120	0.109843	-4.527344
0.003120	0.111983	-4.523438
0.003120	0.114836	-4.519531
0.003120	0.115549	-4.515625
0.003120	0.117689	-4.511719
0.003120	0.118402	-4.507812
0.003120	0.119829	-4.503906
0.003900	0.121255	-4.496094
0.003900	0.122682	-4.492188
0.003900	0.124822	-4.488281
0.003900	0.125535	-4.484375
0.003900	0.128388	-4.480469
0.004680	0.129815	-4.476562
0.004680	0.131241	-4.468750
0.005460	0.131241	-4.464844
0.006240	0.132668	-4.460938
0.006240	0.134807	-4.457031
0.006240	0.136234	-4.449219
0.006240	0.136947	-4.445312
0.006240	0.139087	-4.441406
0.006240	0.139800	-4.437500
0.006240	0.141227	-4.433594
0.006240	0.145506	-4.425781
0.006240	0.147646	-4.421875
0.006240	0.153352	-4.417969
0.006240	0.164051	-4.414062
0.006240	0.167618	-4.410156
0.006240	0.169757	-4.402344
0.006240	0.172611	-4.398438
0.006240	0.175464	-4.394531
0.006240	0.178317	-4.390625
0.007020	0.179030	-4.386719
0.007020	0.183310	-4.382812
0.007020	0.184736	-4.378906
0.007020	0.191155	-4.375000
0.007020	0.194009	-4.371094
0.007020	0.195435	-4.367188
0.007020	0.198288	-4.363281
0.007020	0.199001	-4.359375
0.007020	0.200428	-4.355469
0.007020	0.202568	-4.351562
0.007020	0.206134	-4.347656
0.007020	0.206847	-4.343750
0.007020	0.208274	-4.339844
0.007020	0.208987	-4.335938
0.007020	0.213267	-4.332031
0.007020	0.214693	-4.328125
0.007020	0.217546	-4.324219
0.007020	0.221113	-4.320312
0.007020	0.223252	-4.316406
0.007020	0.223966	-4.312500
0.007800	0.224679	-4.308594
0.007800	0.226106	-4.304688
0.007800	0.232525	-4.296875
0.007800	0.233951	-4.292969
0.007800	0.240371	-4.289062
0.007800	0.241084	-4.285156
0.007800	0.243224	-4.281250
0.007800	0.243937	-4.277344
0.008580	0.246790	-4.273438
0.008580	0.248930	-4.269531
0.008580	0.249643	-4.265625
0.008580	0.251070	-4.261719
0.009360	0.251070	-4.257812
0.009360	0.253210	-4.253906
0.009360	0.253923	-4.250000
0.009360	0.256776	-4.246094
0.009360	0.257489	-4.242188
0.009360	0.261056	-4.238281
0.009360	0.266762	-4.234375
0.009360	0.267475	-4.230469
0.009360	0.270328	-4.226562
0.010920	0.270328	-4.222656
0.010920	0.271755	-4.218750
0.010920	0.272468	-4.214844
0.010920	0.275321	-4.210938
0.011700	0.277461	-4.207031
0.011700	0.278174	-4.203125
0.012480	0.278887	-4.195312
0.013261	0.278887	-4.191406
0.013261	0.282454	-4.187500
0.013261	0.284593	-4.183594
0.013261	0.286733	-4.179688
0.013261	0.292439	-4.175781
0.013261	0.293153	-4.171875
0.013261	0.296006	-4.164062
0.013261	0.298146	-4.156250
0.013261	0.299572	-4.152344
0.013261	0.301712	-4.148438
0.013261	0.303138	-4.144531
0.013261	0.305278	-4.136719
0.013261	0.309558	-4.132812
0.013261	0.310271	-4.128906
0.013261	0.311698	-4.125000
0.013261	0.312411	-4.121094
0.013261	0.313837	-4.117188
0.014041	0.313837	-4.113281
0.014041	0.316690	-4.109375
0.014041	0.318117	-4.105469
0.014041	0.319544	-4.101562
0.014041	0.321683	-4.097656
0.014821	0.323110	-4.093750
0.014821	0.324536	-4.089844
0.014821	0.325250	-4.085938
0.014821	0.328816	-4.082031
0.015601	0.329529	-4.078125
0.015601	0.331669	-4.074219
0.015601	0.333096	-4.070312
0.015601	0.335235	-4.066406
0.015601	0.337375	-4.062500
0.015601	0.338088	-4.058594
0.015601	0.339515	-4.054688
0.015601	0.342368	-4.050781
0.015601	0.343795	-4.046875
0.015601	0.345934	-4.042969
0.015601	0.346648	-4.039062
0.017941	0.348787	-4.035156
0.017941	0.350927	-4.031250
0.017941	0.352354	-4.027344
0.017941	0.354494	-4.023438
0.017941	0.355207	-4.019531
0.018721	0.355920	-4.015625
0.018721	0.357347	-4.011719
0.018721	0.358773	-4.007812
0.019501	0.360200	-4.003906
0.019501	0.360913	-4.000000
0.020281	0.362340	-3.996094
0.020281	0.364479	-3.994141
0.021061	0.365193	-3.992188
0.021061	0.365906	-3.988281
0.021061	0.368046	-3.986328
0.021841	0.368759	-3.982422
0.021841	0.370185	-3.978516
0.021841	0.371612	-3.976562
0.023401	0.371612	-3.972656
0.024181	0.373039	-3.968750
0.024181	0.373752	-3.964844
0.024181	0.375178	-3.960938
0.024181	0.375892	-3.958984
0.024181	0.378745	-3.957031
0.024181	0.379458	-3.953125
0.024181	0.381598	-3.947266
0.024961	0.383024	-3.943359
0.024961	0.384451	-3.939453
0.025741	0.384451	-3.937500
0.025741	0.385164	-3.935547
0.025741	0.386591	-3.933594
0.025741	0.387304	-3.929688
0.025741	0.390157	-3.927734
0.025741	0.390870	-3.919922
0.025741	0.392297	-3.916016
0.025741	0.393723	-3.914062
0.025741	0.395150	-3.912109
0.025741	0.395863	-3.910156
0.025741	0.398003	-3.906250
0.025741	0.400856	-3.904297
0.025741	0.401569	-3.902344
0.025741	0.403709	-3.900391
0.026521	0.404422	-3.898438
0.026521	0.405136	-3.896484
0.026521	0.407275	-3.894531
0.026521	0.407989	-3.892578
0.026521	0.409415	-3.890625
0.026521	0.411555	-3.888672
0.026521	0.414408	-3.886719
0.026521	0.415835	-3.882812
0.026521	0.416548	-3.880859
0.026521	0.419401	-3.878906
0.027301	0.419401	-3.876953
0.027301	0.423680	-3.871094
0.028081	0.424394	-3.867188
0.028081	0.425107	-3.863281
0.028081	0.427960	-3.859375
0.028081	0.430100	-3.857422
0.028081	0.431526	-3.855469
0.028081	0.433666	-3.851562
0.028861	0.435093	-3.849609
0.029641	0.435806	-3.847656
0.029641	0.436519	-3.845703
0.030421	0.437946	-3.841797
0.030421	0.438659	-3.833984
0.031201	0.440086	-3.832031
0.031201	0.441512	-3.830078
0.031201	0.442225	-3.828125
0.031201	0.445078	-3.826172
0.031981	0.445792	-3.824219
0.032761	0.447218	-3.822266
0.032761	0.450071	-3.820312
0.032761	0.450785	-3.810547
0.032761	0.452924	-3.806641
0.032761	0.455777	-3.796875
0.032761	0.457917	-3.794922
0.033541	0.458631	-3.785156
0.033541	0.460770	-3.783203
0.033541	0.462197	-3.779297
0.033541	0.462910	-3.775391
0.033541	0.464337	-3.771484
0.034321	0.464337	-3.767578
0.034321	0.467190	-3.765625
0.034321	0.467903	-3.763672
0.034321	0.469330	-3.759766
0.034321	0.473609	-3.755859
0.034321	0.476462	-3.753906
0.034321	0.477175	-3.751953
0.035881	0.477175	-3.748047
0.035881	0.478602	-3.746094
0.035881	0.479315	-3.742188
0.035881	0.482168	-3.740234
0.036661	0.482168	-3.738281
0.036661	0.482882	-3.734375
0.036661	0.484308	-3.724609
0.036661	0.487161	-3.722656
0.037441	0.487161	-3.718750
0.037441	0.490014	-3.716797
0.039002	0.491441	-3.712891
0.039002	0.492867	-3.710938
0.039002	0.493581	-3.708984
0.039782	0.493581	-3.705078
0.039782	0.495007	-3.699219
0.040562	0.495720	-3.697266
0.040562	0.497147	-3.695312
0.040562	0.499287	-3.691406
0.040562	0.500000	-3.689453
0.041342	0.500713	-3.687500
0.041342	0.504280	-3.685547
0.042122	0.505706	-3.681641
0.042122	0.507846	-3.679688
0.042122	0.509272	-3.677734
0.042122	0.510699	-3.675781
0.042122	0.512839	-3.669922
0.042902	0.512839	-3.664062
0.042902	0.513552	-3.658203
0.042902	0.514979	-3.656250
0.042902	0.516405	-3.654297
0.042902	0.517832	-3.648438
0.043682	0.518545	-3.644531
0.043682	0.519258	-3.642578
0.044462	0.520685	-3.638672
0.044462	0.522111	-3.634766
0.045242	0.522111	-3.632812
0.045242	0.523538	-3.630859
0.046022	0.524964	-3.626953
0.046022	0.526391	-3.623047
0.046802	0.528531	-3.615234
0.047582	0.528531	-3.607422
0.048362	0.529957	-3.605469
0.048362	0.531384	-3.601562
0.048362	0.532810	-3.595703
0.048362	0.535663	-3.591797
0.048362	0.537090	-3.589844
0.048362	0.539943	-3.580078
0.048362	0.542083	-3.574219
0.049142	0.542083	-3.572266
0.049922	0.543509	-3.570312
0.049922	0.544936	-3.568359
0.050702	0.544936	-3.564453
0.050702	0.545649	-3.562500
0.050702	0.547789	-3.558594
0.050702	0.548502	-3.556641
0.050702	0.552068	-3.554688
0.050702	0.554208	-3.552734
0.051482	0.554922	-3.550781
0.051482	0.556348	-3.548828
0.051482	0.557775	-3.546875
0.051482	0.558488	-3.544922
0.052262	0.559201	-3.542969
0.052262	0.560628	-3.539062
0.053042	0.561341	-3.533203
0.054602	0.561341	-3.531250
0.054602	0.563481	-3.529297
0.055382	0.563481	-3.523438
0.055382	0.564194	-3.521484
0.055382	0.565621	-3.517578
0.055382	0.567047	-3.515625
0.056162	0.569187	-3.507812
0.056162	0.571327	-3.501953
0.056162	0.572040	-3.500000
0.056162	0.574893	-3.494141
0.056162	0.575606	-3.490234
0.056162	0.577746	-3.480469
0.056162	0.579173	-3.476562
0.056942	0.580599	-3.472656
0.057722	0.581312	-3.470703
0.057722	0.582739	-3.468750
0.057722	0.583452	-3.462891
0.058502	0.584165	-3.460938
0.058502	0.586305	-3.458984
0.059282	0.586305	-3.451172
0.059282	0.587732	-3.447266
0.060062	0.587732	-3.439453
0.060062	0.588445	-3.437500
0.060842	0.589158	-3.429688
0.060842	0.590585	-3.427734
0.060842	0.592725	-3.423828
0.061622	0.592725	-3.419922
0.061622	0.594151	-3.416016
0.062402	0.594151	-3.412109
0.062402	0.597004	-3.410156
0.062402	0.599144	-3.408203
0.063183	0.599144	-3.398438
0.063963	0.600571	-3.388672
0.063963	0.601284	-3.386719
0.064743	0.601284	-3.382812
0.064743	0.601997	-3.378906
0.065523	0.601997	-3.376953
0.065523	0.603424	-3.373047
0.066303	0.603424	-3.371094
0.066303	0.604137	-3.369141
0.067083	0.604850	-3.353516
0.067083	0.605563	-3.351562
0.068643	0.605563	-3.339844
0.068643	0.606990	-3.335938
0.069423	0.607703	-3.333984
0.069423	0.609130	-3.332031
0.069423	0.609843	-3.326172
