FPR	TPR	THR
0.000000	0.000000	inf
0.000000	0.001239	6.171875
0.000000	0.003717	6.074219
0.000000	0.006196	6.050781
0.000000	0.016109	5.929688
0.000000	0.021066	5.898438
0.000000	0.022305	5.894531
0.000000	0.024783	5.890625
0.000000	0.027261	5.847656
0.000000	0.030979	5.839844
0.000000	0.033457	5.820312
0.000000	0.035936	5.816406
0.000000	0.037175	5.812500
0.000000	0.040892	5.800781
0.000000	0.043371	5.796875
0.000000	0.045849	5.785156
0.000000	0.049566	5.781250
0.000000	0.052045	5.765625
0.000000	0.059480	5.746094
0.000000	0.060719	5.742188
0.000000	0.063197	5.738281
0.000000	0.064436	5.730469
0.000000	0.066914	5.726562
0.000000	0.070632	5.714844
0.000000	0.071871	5.710938
0.000000	0.075589	5.703125
0.000000	0.076828	5.699219
0.000000	0.080545	5.695312
0.000000	0.081784	5.691406
0.000000	0.086741	5.667969
0.000000	0.091698	5.652344
0.000000	0.095415	5.648438
0.000000	0.097893	5.640625
0.000000	0.101611	5.636719
0.000000	0.102850	5.632812
0.000000	0.109046	5.628906
0.000000	0.112763	5.625000
0.000000	0.114002	5.613281
0.000000	0.117720	5.605469
0.000000	0.125155	5.593750
0.000000	0.127633	5.578125
0.000000	0.133829	5.570312
0.000000	0.136307	5.558594
0.000000	0.138786	5.550781
0.000000	0.143742	5.546875
0.000000	0.147460	5.542969
0.000000	0.152416	5.515625
0.000000	0.154895	5.511719
0.000000	0.159851	5.507812
0.000000	0.161090	5.503906
0.000000	0.163569	5.500000
0.000000	0.164808	5.496094
0.000000	0.168525	5.492188
0.000000	0.171004	5.484375
0.001468	0.172243	5.480469
0.001468	0.174721	5.476562
0.001468	0.178439	5.464844
0.001468	0.180917	5.460938
0.001468	0.182156	5.457031
0.002937	0.185874	5.453125
0.002937	0.190830	5.445312
0.002937	0.194548	5.441406
0.002937	0.200743	5.437500
0.002937	0.204461	5.429688
0.002937	0.209418	5.425781
0.002937	0.214374	5.406250
0.002937	0.219331	5.390625
0.002937	0.223048	5.386719
0.002937	0.224287	5.382812
0.002937	0.228005	5.378906
0.002937	0.232962	5.367188
0.002937	0.235440	5.355469
0.002937	0.240397	5.347656
0.002937	0.244114	5.339844
0.002937	0.245353	5.332031
0.002937	0.255266	5.324219
0.002937	0.256506	5.320312
0.002937	0.258984	5.316406
0.002937	0.260223	5.312500
0.002937	0.263941	5.308594
0.002937	0.267658	5.292969
0.005874	0.267658	5.285156
0.005874	0.270136	5.277344
0.005874	0.271375	5.269531
0.005874	0.275093	5.265625
0.005874	0.276332	5.261719
0.005874	0.280050	5.257812
0.005874	0.282528	5.250000
0.005874	0.288724	5.246094
0.005874	0.291202	5.242188
0.005874	0.297398	5.234375
0.005874	0.299876	5.230469
0.005874	0.304833	5.226562
0.005874	0.307311	5.222656
0.005874	0.318463	5.210938
0.005874	0.319703	5.207031
0.005874	0.324659	5.203125
0.005874	0.327138	5.199219
0.005874	0.330855	5.195312
0.005874	0.333333	5.187500
0.007342	0.334572	5.183594
0.008811	0.337051	5.179688
0.008811	0.338290	5.175781
0.008811	0.340768	5.171875
0.008811	0.343247	5.164062
0.008811	0.345725	5.160156
0.010279	0.348203	5.148438
0.010279	0.350682	5.144531
0.010279	0.355638	5.117188
0.010279	0.358116	5.113281
0.010279	0.363073	5.109375
0.010279	0.368030	5.101562
0.010279	0.370508	5.093750
0.010279	0.372986	5.089844
0.010279	0.376704	5.078125
0.010279	0.384139	5.066406
0.010279	0.386617	5.058594
0.010279	0.391574	5.050781
0.010279	0.396530	5.046875
0.010279	0.400248	5.042969
0.010279	0.402726	5.035156
0.010279	0.407683	5.019531
0.010279	0.411400	5.015625
0.010279	0.413879	5.007812
0.010279	0.416357	5.003906
0.010279	0.422553	4.992188
0.010279	0.423792	4.988281
0.010279	0.427509	4.980469
0.011747	0.429988	4.972656
0.011747	0.434944	4.957031
0.011747	0.437423	4.945312
0.011747	0.438662	4.941406
0.013216	0.438662	4.937500
0.013216	0.441140	4.929688
0.013216	0.442379	4.910156
0.013216	0.447336	4.906250
0.013216	0.451053	4.894531
0.013216	0.453532	4.890625
0.013216	0.456010	4.882812
0.014684	0.456010	4.878906
0.014684	0.459727	4.867188
0.014684	0.462206	4.859375
0.014684	0.463445	4.855469
0.014684	0.467162	4.851562
0.016153	0.469641	4.843750
0.016153	0.470880	4.839844
0.016153	0.474597	4.835938
0.016153	0.477076	4.832031
0.016153	0.478315	4.828125
0.016153	0.483271	4.820312
0.016153	0.486989	4.816406
0.016153	0.489467	4.812500
0.016153	0.490706	4.808594
0.017621	0.491945	4.804688
0.017621	0.494424	4.796875
0.017621	0.496902	4.789062
0.017621	0.498141	4.785156
0.019090	0.499380	4.777344
0.019090	0.501859	4.773438
0.019090	0.505576	4.769531
0.019090	0.508055	4.761719
0.019090	0.509294	4.757812
0.019090	0.511772	4.753906
0.022026	0.511772	4.746094
0.022026	0.515489	4.738281
0.022026	0.516729	4.726562
0.022026	0.519207	4.718750
0.022026	0.520446	4.714844
0.022026	0.527881	4.699219
0.022026	0.530359	4.691406
0.022026	0.535316	4.675781
0.022026	0.537794	4.671875
0.022026	0.540273	4.648438
0.022026	0.542751	4.644531
0.022026	0.546468	4.621094
0.023495	0.552664	4.617188
0.023495	0.555143	4.601562
0.023495	0.557621	4.597656
0.023495	0.561338	4.585938
0.023495	0.563817	4.582031
0.023495	0.567534	4.578125
0.023495	0.572491	4.566406
0.023495	0.574969	4.550781
0.023495	0.578686	4.546875
0.023495	0.579926	4.542969
0.024963	0.579926	4.539062
0.024963	0.582404	4.531250
0.024963	0.584882	4.515625
0.024963	0.588600	4.511719
0.026432	0.589839	4.503906
0.026432	0.596035	4.472656
0.026432	0.598513	4.468750
0.026432	0.605948	4.441406
0.027900	0.605948	4.433594
0.029369	0.608426	4.429688
0.030837	0.608426	4.425781
0.030837	0.610905	4.402344
0.030837	0.613383	4.398438
0.030837	0.615861	4.386719
0.030837	0.619579	4.382812
0.033774	0.619579	4.375000
0.033774	0.622057	4.371094
0.033774	0.625774	4.347656
0.036711	0.625774	4.339844
0.036711	0.628253	4.332031
0.038179	0.629492	4.328125
0.039648	0.631970	4.316406
0.039648	0.634449	4.292969
0.039648	0.636927	4.289062
0.039648	0.638166	4.285156
0.039648	0.640644	4.277344
0.039648	0.641884	4.269531
0.039648	0.644362	4.265625
0.039648	0.645601	4.261719
0.039648	0.649318	4.257812
0.039648	0.654275	4.246094
0.039648	0.657993	4.242188
0.042584	0.657993	4.222656
0.042584	0.660471	4.214844
0.044053	0.662949	4.210938
0.044053	0.664188	4.199219
0.044053	0.666667	4.191406
0.045521	0.666667	4.187500
0.045521	0.671623	4.179688
0.045521	0.672862	4.171875
0.045521	0.675341	4.160156
0.045521	0.679058	4.144531
0.046990	0.680297	4.136719
0.048458	0.682776	4.132812
