FPR	TPR	THR
0.000000	0.000000	inf
0.000000	0.000917	4.375000
0.000000	0.006422	4.238281
0.000000	0.008257	4.222656
0.000000	0.009174	4.218750
0.000000	0.011927	4.210938
0.000000	0.013761	4.207031
0.001027	0.013761	4.203125
0.001027	0.014679	4.199219
0.001027	0.016514	4.195312
0.001027	0.017431	4.175781
0.001027	0.019266	4.167969
0.001027	0.022018	4.156250
0.001027	0.024771	4.125000
0.001027	0.028440	4.117188
0.001027	0.031193	4.109375
0.001027	0.033028	4.097656
0.001027	0.035780	4.093750
0.001027	0.038532	4.082031
0.001027	0.042202	4.078125
0.002053	0.044037	4.070312
0.002053	0.045872	4.058594
0.002053	0.049541	4.050781
0.002053	0.054128	4.046875
0.002053	0.056881	4.035156
0.002053	0.059633	4.031250
0.002053	0.065138	4.019531
0.002053	0.076147	3.980469
0.002053	0.078899	3.978516
0.002053	0.080734	3.974609
0.003080	0.081651	3.972656
0.003080	0.083486	3.970703
0.003080	0.084404	3.960938
0.003080	0.086239	3.958984
0.003080	0.090826	3.947266
0.003080	0.093578	3.945312
0.003080	0.097248	3.939453
0.003080	0.100000	3.927734
0.003080	0.102752	3.923828
0.003080	0.105505	3.914062
0.003080	0.107339	3.910156
0.003080	0.109174	3.906250
0.003080	0.112844	3.902344
0.003080	0.117431	3.898438
0.003080	0.119266	3.896484
0.003080	0.122018	3.890625
0.003080	0.123853	3.886719
0.003080	0.127523	3.882812
0.003080	0.131193	3.875000
0.003080	0.133945	3.865234
0.003080	0.137615	3.861328
0.003080	0.140367	3.855469
0.003080	0.144037	3.853516
0.004107	0.144037	3.851562
0.004107	0.145872	3.847656
0.004107	0.148624	3.841797
0.004107	0.153211	3.839844
0.004107	0.156881	3.835938
0.004107	0.159633	3.833984
0.004107	0.164220	3.816406
0.004107	0.166055	3.814453
0.004107	0.166972	3.812500
0.004107	0.177982	3.796875
0.004107	0.180734	3.794922
0.004107	0.187156	3.775391
0.004107	0.188991	3.773438
0.004107	0.189908	3.771484
0.004107	0.191743	3.769531
0.004107	0.192661	3.767578
0.004107	0.194495	3.765625
0.004107	0.195413	3.763672
0.004107	0.197248	3.761719
0.004107	0.200000	3.755859
0.004107	0.201835	3.750000
0.004107	0.204587	3.748047
0.004107	0.206422	3.744141
